id,rank,win%,k/d,dmg/rnd,region,acc_head_%,acc_head_hits,acc_body_%,acc_body_hits,acc_leg_%,acc_leg_hits,matchs_played,headshot_%,wins_total,kills_total,avg_kill_per_rnd,top_agent_nam,top_agent_time_hrs,top_agent_matchs,top_agent_win_%,top_agent_kd_avg,top_agent_adr
BLCK Adden#8921,Gold 1,43.8,1.03,166.2,MY,14.5,202,76.6,1070,8.9,125,73,14.2,36,"1,331",0.9,Jett,8.4,15,53.3,1.27,191.1
zeph013#2192,Iron 3,55.2,1.37,143.9,IN,10.2,139,76.6,1047,13.2,180,92,8.5,42,"1,371",0.7,Fade,25,42,52.4,1.09,128.2
ande wala burger#6969,Unranked,33.3,0.77,128.9,IN,13.7,129,73.1,688,13.2,124,18,13.7,6,208,0.6,Viper,2.7,4,25,0.85,118.7
Mac N1khako#kujo,Ascendant 1,51.1,1.3,154.7,RU,29.3,261,66.1,589,4.6,41,778,21.3,385,"12,812",0.8,Sage,126,210,51,1.1,141
clickdroit#5409,Gold 2,65,1.75,238.6,FR,31.8,461,64.4,933,3.7,54,65,22.9,38,997,0.7,Omen,11,19,63.2,0.58,96
Dev1l#MVP,Diamond 3,46.3,0.95,126.4,DZ,20.7,181,72.4,632,6.9,60,456,20.7,216,"6,199",0.6,Brimstone,80,135,49.6,0.87,122.8
Zavier#toe,Gold 3,0,1.16,143.5,SG,27.3,314,69.1,795,3.6,41,222,19.3,113,"3,976",0.9,Reyna,75,134,47,1.2,173.4
Scaleny#Dakk,Diamond 2,44.4,0.93,124.5,CA,11.8,158,73.3,978,14.9,199,"1,152",10.2,583,"15,122",0.6,Viper,257,452,52.4,0.94,127.9
twitter 44Jord#4444,Immortal 1,53.5,1.25,172.5,ZW,26.5,286,67.8,733,5.7,62,"1,447",22.4,734,"25,684",0.8,Jett,258,459,49,1.21,172.3
AMBASSADOR#NOTAG,Immortal 3,47.4,0.92,132.1,CA,21.7,217,71.4,715,6.9,69,"3,777",21.7,"1,871","55,815",0.7,Sova,709,"1,250",49.4,0.95,139.1
glitzy#haha,Iron 3,65.2,0.79,112,SG,13.1,127,72.9,708,14,136,44,13.1,27,477,0.5,Sage,5.4,9,55.6,0.69,81.3
I Çame BY#MMDDD,Immortal 1,88.9,1.64,169.7,EG,18.2,224,76.7,944,5.1,63,91,18.8,60,"1,478",0.8,Breach,13,23,60.9,1.16,154.4
MattPoomey#6612,Ascendant 3,67.4,1.2,160.8,AT,24.2,288,70.3,835,5.5,65,616,22.5,321,"10,941",0.8,Reyna,140,242,53.7,1.3,179.5
chickencurry#9765,Diamond 3,47.8,1.07,142.6,PH,24.1,241,71.9,720,4.1,41,989,18.8,490,"14,680",0.7,Reyna,78,137,56.2,1.15,160.9
steen1x#ENCK,Diamond 2,56.2,1.05,137,RU,20.7,204,70.3,692,8.9,88,300,17.2,148,"4,559",0.7,Jett,57,95,51.6,0.99,137.2
F1NALfL4SH#2631,Silver 1,42.1,1.04,155.1,IN,24.6,293,69.8,833,5.6,67,293,20.9,141,"4,953",0.8,Sage,90,148,50.7,1.22,144.3
Hodg#1415,Immortal 3,56.3,1.09,152.3,GB,23.9,226,68.6,649,7.5,71,363,21.9,192,"6,166",0.8,Chamber,59,103,47.6,1.13,157.1
chopitin#EUW,Platinum 2,54.3,1.05,153,ES,25.9,274,70.4,743,3.7,39,271,25.1,130,"4,674",0.8,Omen,106,182,50,1.11,160.6
WALLACE#walec,Immortal 2,62.7,1.26,173.4,PL,17.8,218,75.2,923,7,86,597,21.6,309,"10,400",0.8,Phoenix,160,285,53,1.18,164.3
TAPPIN#KKC,Diamond 3,50.8,1.03,149.1,SK,36.3,314,61.2,530,2.5,22,685,29.6,343,"11,319",0.8,Jett,272,485,48.9,1.06,153.2
duck#honkk,Diamond 1,48.8,0.99,130.6,SG,12.5,200,82.3,1314,5.1,82,711,13.4,358,"11,584",0.8,Killjoy,307,539,51,1.13,153.2
mom jeans#0823,Silver 2,50,0.94,118.6,PH,14.7,161,75,820,10.3,113,108,12.6,53,"1,531",0.7,Sova,19,37,43.2,0.96,142.9
LFT Denn1sXD#007,Silver 2,51.4,1.11,149.3,IN,18.7,199,75.2,801,6.1,65,256,15.5,123,"3,764",0.7,Chamber,66,114,50.9,1.11,145.9
